Step,eval_episodic_return,eval_episodic_return,eval_episodic_return,eval_episodic_return,eval_episodic_return
5000,950.860674387462,902.964941234709,867.711477236809,932.53223108735,877.366841999836
10000,985.869293897659,926.124452296165,967.27379274702,921.630196205986,927.979042678694
15000,634.414193560064,991.229361641917,841.669636331275,949.605049278213,1382.80902825455
20000,935.300520780739,869.178484596465,294.444135930539,486.834157551677,962.874179291973
25000,63.6823441931143,917.567475575456,663.502604477736,832.642462003414,935.173167460741
30000,376.074206139486,946.075688230773,613.207345232931,830.481981504099,77.0093485000044
35000,921.788755625394,848.690486308506,707.459935337641,863.629125162424,282.067346069092
40000,881.855388833664,712.855916776324,753.024100716236,1225.26229382672,414.054073121682
45000,756.157358369428,940.556827534726,492.996160525026,785.575136396902,686.548702107273
50000,1257.07511438203,281.960403445807,817.673297858314,1656.20191921024,950.653300957691
55000,1588.33513726673,589.24925342314,1257.53785426011,1765.82931310897,686.184822970236
60000,1266.71788935718,1207.52378728592,2038.96544787935,1427.2748421203,2038.87573126506
65000,1292.06799007247,626.175584147269,1952.10304289396,1685.40338657522,2885.71923163808
70000,1945.19491400958,948.98476104175,2736.39756729535,2188.59198158122,3815.48560724728
75000,1919.9266843784,1560.15850543087,2494.38250763813,2668.58756413908,2640.1708721397
80000,2438.08178678482,613.431623664205,2375.70244864878,2761.00810900386,3343.79044772586
85000,2400.34008836319,1407.98356373395,2971.46933098202,2965.66724223936,3633.43752380605
90000,1938.27473403402,3111.71985678038,3184.66304727543,2671.41372998036,4202.44386184713
95000,1985.02070373657,3610.7701918893,3126.6948461732,2147.48555514775,3549.2915572592
100000,2872.44577148868,2807.51403751184,3037.15767506624,1573.9261667962,4332.73272309506
105000,2251.7760947246,2428.76517740864,3373.73571897385,2609.07557046122,4191.24121813619
110000,2845.212218408,2954.31081702493,3191.01712307215,1577.47309214528,4383.90087677908
115000,3035.94690529484,2382.57727945118,1763.888489264,2917.32451197898,4515.55447418375
120000,2100.91978184974,3377.47352437774,3215.83288354204,3206.23410203802,4393.07978498323
125000,3002.16574155412,2861.29212300754,3812.70316248759,3227.47790986615,4615.73889055536
130000,3602.1970130951,2328.96447122051,3955.42572902524,3912.42648445907,4658.3889635617
135000,3945.32156630693,4013.51670126894,3674.97610886599,4122.61696650472,4658.35471319335
140000,4126.45804111925,4173.25549941645,2491.87998307208,2476.66114733669,4436.92896886302
145000,4189.96599417468,4117.24856519843,3128.46913182811,3449.2851254623,4443.26968579106
150000,4274.42425360602,4091.04862047744,3001.54035604304,4133.95934017341,4744.17282220523
155000,4429.27676950909,3496.22820517448,3527.71760895047,4318.04444356442,4601.48064267779
160000,4365.46060201276,4524.67491711034,2510.04338141512,4379.74730121248,4947.48315513185
165000,4759.0850241612,4216.70384082051,2453.73465028434,4352.16005102613,5088.24864908539
170000,4811.33648326619,4609.69270989866,1616.19160632547,4627.9030838547,5085.55297735518
175000,4143.81695725782,3647.85240149288,1997.72746084594,4984.72102080862,5069.00525354962
180000,4436.09374277886,4655.62124640794,3826.01596800669,4813.3482963836,4157.76070390651
185000,5206.1783774274,4511.81164633776,2825.65107828871,5274.08573687671,5187.60961672618
190000,5348.70955264411,4673.29331419966,3803.77701456219,5565.11442071919,5408.96684316926
195000,5475.99696429784,4781.23004942152,4787.38817854716,4890.89432652729,5433.21388114089
200000,5586.09890174549,3673.08378322633,3858.78658808422,5725.63963457443,5593.31327871216
205000,4900.06478380447,4000.48987039716,3208.32532441284,4610.40865729246,4069.52888199769
210000,3596.05487111289,4968.11444348423,3144.9781852995,5696.43291155599,4188.72770601653
215000,4088.48626375027,3405.05253827537,4941.19678206912,3452.77099721452,4542.635804046
220000,3261.48493998474,4000.58196921953,4068.80175718168,5864.83651769963,5456.49853333644
225000,4837.41072640323,4393.00045035813,4201.89330324389,5840.33828966311,971.23686703529
230000,4570.80117491129,5092.34229806493,4026.02432672113,5874.72616582288,4721.63052530114
235000,5102.25824821052,4528.39142180739,5191.43001407413,5804.05533211466,5739.53839457449
240000,6033.69822270581,3215.09205071935,4022.47166290068,5907.74424293021,5976.14532837336
245000,5961.13215167834,4951.21310225809,5167.81590892875,6023.81431962245,4557.2245546593
250000,4663.86973647782,5166.68266892926,5285.12667399548,6061.09263974336,4507.45983079681
255000,6328.12100684699,4092.3846255265,2305.06107954676,6073.95224154532,5417.48613812976
260000,6256.09154690029,3508.35550101463,5276.56826946693,6062.88111134348,6115.55883275959
265000,5123.46043508475,4306.26029324907,4648.40491381132,6129.04304657404,5967.13548938022
270000,6062.99655059902,5239.29307739344,4484.31908985933,5510.67793637944,5906.40683466566
275000,6140.81237034415,4159.43927472976,4686.93312283269,5051.67246804884,5802.09028323385
280000,6128.07703862893,2907.73597678294,4043.66313849273,6323.80708255385,6014.66126398972
285000,6157.12091279333,4366.69331390832,4431.18747043976,5061.36726165511,5959.5442281461
290000,3585.39214433185,4387.49120220844,5736.5936253822,6175.25882215557,4641.58037229672
295000,4976.65921005016,5530.82603688102,4384.00554602623,6145.16862014094,5896.28267294548
