Step,eval_episodic_return,eval_episodic_return,eval_episodic_return,eval_episodic_return,eval_episodic_return
425000,4990.02424331775,5930.91221356523,5930.90161684094,7008.80696412153,6340.26735677477
430000,5969.90625537437,6105.87317455232,6007.33793276942,6833.84461666827,6551.84439283575
435000,5864.00966025016,6164.94437949545,6043.36093062701,6910.15064362478,6693.81433271013
440000,5971.96339332369,6315.15136520364,6087.36330268312,5556.12327223531,6736.22951483717
445000,5790.89136853077,6211.02086145403,6009.38897513833,5452.7620657184,6765.0343893143
450000,5365.53038242377,5885.16317637609,6122.01341531132,6988.8858239017,6716.099165656
455000,5141.60009435491,5841.00679390482,6215.4011362739,7104.92885668445,6702.36320267959
460000,5679.70949992708,5811.28007193089,5956.40765746265,7129.60101444163,5241.07997634389
465000,2766.71277151626,5788.40106495261,6158.89826916146,7086.59469084125,6369.31674255931
470000,6007.89728903327,5979.14163820481,6217.69488663821,7161.53772411197,6719.75823985229
475000,6012.56879976434,5984.80992047378,6277.0643341714,7151.58634756674,6605.03069455127
480000,5649.3559184786,6056.32898381755,6243.44206734885,7066.34659874601,6585.68101674808
485000,6136.87898105982,6098.53560006448,6190.14374220132,7054.16026299701,6598.6286077978
490000,4881.1060195537,6042.60484952549,5867.9984365253,6976.93097619973,6162.74513454686
495000,6067.25696171272,6142.19182044596,4061.42766769029,6940.18793834844,6218.45149505472
